,,,Number,Type,2012,2013,2014,2015
6115,Yuba,CA,2,  Private goods-producing industries,236957,264385,276531,314893
6115,Yuba,CA,3,  Private services-providing industries,821563,791460,708422,682593
6115,Yuba,CA,4,  Government and government enterprises,1261208,1305053,1318438,1247423
8001,Adams,CO,1,All Industries,18730462,18911550,20055577,20374110
8001,Adams,CO,2,  Private goods-producing industries,3532828,3849580,4680020,4736337
8001,Adams,CO,3,  Private services-providing industries,12233974,12051373,12269990,12368230
8001,Adams,CO,4,  Government and government enterprises,2963659,3014926,3127611,3287210
8003,Alamosa,CO,1,All Industries,551564,560334,569016,609189
8003,Alamosa,CO,2,  Private goods-producing industries,75083,78138,86817,106869
8003,Alamosa,CO,3,  Private services-providing industries,350009,359276,359707,379141
8003,Alamosa,CO,4,  Government and government enterprises,126473,122961,122695,124759
8005,Arapahoe,CO,1,All Industries,34198561,40115762,40137255,41775152
8005,Arapahoe,CO,2,  Private goods-producing industries,3954547,4067958,4207932,4301449
8005,Arapahoe,CO,3,  Private services-providing industries,27401360,33267020,33129656,34558863
8005,Arapahoe,CO,4,  Government and government enterprises,2842653,2793086,2807915,2921029
8007,Archuleta,CO,1,All Industries,349112,422129,367711,370091
8007,Archuleta,CO,2,  Private goods-producing industries,54866,55198,58163,58839
8007,Archuleta,CO,3,  Private services-providing industries,250227,322525,262079,260304
8007,Archuleta,CO,4,  Government and government enterprises,44019,44546,47201,50585
8009,Baca,CO,1,All Industries,117957,109040,107708,114769
8009,Baca,CO,2,  Private goods-producing industries,43342,43558,45001,52955
8009,Baca,CO,3,  Private services-providing industries,44997,37013,33767,32760
8009,Baca,CO,4,  Government and government enterprises,29617,28453,28993,29941
8011,Bent,CO,1,All Industries,103899,99743,100297,107657
8011,Bent,CO,2,  Private goods-producing industries,25315,27987,32302,40605
8011,Bent,CO,3,  Private services-providing industries,53679,48995,45773,46033
8011,Bent,CO,4,  Government and government enterprises,24905,22765,22476,22488
8013,Boulder,CO,1,All Industries,21331648,19801366,21406141,22921428
8013,Boulder,CO,2,  Private goods-producing industries,3100884,3234408,3314718,3486554
8013,Boulder,CO,3,  Private services-providing industries,15943578,14282725,15760530,17004297
8013,Boulder,CO,4,  Government and government enterprises,2287186,2284243,2332687,2433867
8014,Broomfield,CO,1,All Industries,7021068,7539686,7238275,7633521
8014,Broomfield,CO,2,  Private goods-producing industries,3144994,3106631,2927815,2778480
8014,Broomfield,CO,3,  Private services-providing industries,3779815,4333474,4207554,4737923
8014,Broomfield,CO,4,  Government and government enterprises,96259,97577,99693,107351
8015,Chaffee,CO,1,All Industries,418798,476388,485017,503353
8015,Chaffee,CO,2,  Private goods-producing industries,67750,75376,74676,73822
8015,Chaffee,CO,3,  Private services-providing industries,245515,295646,301448,314351
8015,Chaffee,CO,4,  Government and government enterprises,105534,105500,109036,115341
8017,Cheyenne,CO,1,All Industries,87492,86740,91326,90639
8017,Cheyenne,CO,2,  Private goods-producing industries,41779,41442,47341,46929
8017,Cheyenne,CO,3,  Private services-providing industries,31956,32358,30771,30128
8017,Cheyenne,CO,4,  Government and government enterprises,13757,12943,13378,13692
8019,Clear Creek,CO,1,All Industries,427391,502332,535545,538926
8019,Clear Creek,CO,2,  Private goods-producing industries,250110,324498,349482,345423
8019,Clear Creek,CO,3,  Private services-providing industries,133140,137358,145958,151951
8019,Clear Creek,CO,4,  Government and government enterprises,44141,42158,42385,42656
8021,Conejos,CO,1,All Industries,110362,111071,113621,117507
8021,Conejos,CO,2,  Private goods-producing industries,31773,35400,38760,44899
8021,Conejos,CO,3,  Private services-providing industries,50788,47869,48488,49177
8021,Conejos,CO,4,  Government and government enterprises,27800,27812,26477,24097
8023,Costilla,CO,1,All Industries,88493,84103,85518,82170
8023,Costilla,CO,2,  Private goods-producing industries,17211,18491,20682,22338
8023,Costilla,CO,3,  Private services-providing industries,57429,52008,51144,46193
8023,Costilla,CO,4,  Government and government enterprises,13853,13602,13767,14006
8025,Crowley,CO,1,All Industries,113294,112483,118302,123537
8025,Crowley,CO,2,  Private goods-producing industries,44289,43068,39595,42773
8025,Crowley,CO,3,  Private services-providing industries,37106,38439,46784,49347
8025,Crowley,CO,4,  Government and government enterprises,31898,30986,31706,31494
8027,Custer,CO,1,All Industries,70597,74297,79235,82400
8027,Custer,CO,2,  Private goods-producing industries,22026,24525,30186,31187
8027,Custer,CO,3,  Private services-providing industries,36692,38432,37369,38829
8027,Custer,CO,4,  Government and government enterprises,11879,11340,11585,12281
8029,Delta,CO,1,All Industries,743174,751526,796215,793902
8029,Delta,CO,2,  Private goods-producing industries,274009,298764,297973,226685
8029,Delta,CO,3,  Private services-providing industries,327287,317550,363898,421628
8029,Delta,CO,4,  Government and government enterprises,141879,135657,133947,136896
8031,Denver,CO,1,All Industries,66577646,67299189,71956611,76612677
8031,Denver,CO,2,  Private goods-producing industries,9770237,10767646,13344865,16231171
8031,Denver,CO,3,  Private services-providing industries,50694713,50398072,52282598,53956910
8031,Denver,CO,4,  Government and government enterprises,6112696,6120260,6285314,6624586
8033,Dolores,CO,1,All Industries,36521,40543,66028,65750
8033,Dolores,CO,2,  Private goods-producing industries,9252,16091,42774,42190
8033,Dolores,CO,3,  Private services-providing industries,18343,15563,13943,13797
8033,Dolores,CO,4,  Government and government enterprises,8926,8892,9309,9757
8035,Douglas,CO,1,All Industries,13808387,12851332,14098307,14874898
8035,Douglas,CO,2,  Private goods-producing industries,1242666,1448006,1673706,1748808
8035,Douglas,CO,3,  Private services-providing industries,11812090,10640887,11644465,12314393
8035,Douglas,CO,4,  Government and government enterprises,753632,758281,774906,806007
8037,Eagle,CO,1,All Industries,3796253,3003917,3510306,3704674
8037,Eagle,CO,2,  Private goods-producing industries,224515,250636,313684,348494
8037,Eagle,CO,3,  Private services-providing industries,3361306,2547717,2986812,3139755
8037,Eagle,CO,4,  Government and government enterprises,210433,204468,208526,214810
8039,Elbert,CO,1,All Industries,323042,322422,315840,327714
8039,Elbert,CO,2,  Private goods-producing industries,84201,107667,108996,109491
8039,Elbert,CO,3,  Private services-providing industries,190907,168882,161892,172812
8039,Elbert,CO,4,  Government and government enterprises,47934,45706,44707,45274
8041,El Paso,CO,1,All Industries,26676740,27585898,28617733,28934089
8041,El Paso,CO,2,  Private goods-producing industries,2748890,2968725,3103201,3075493
8041,El Paso,CO,3,  Private services-providing industries,15972702,16929754,17788344,18178325
8041,El Paso,CO,4,  Government and government enterprises,7955148,7687704,7727997,7685260
8043,Fremont,CO,1,All Industries,947060,1003743,1010277,1036155
8043,Fremont,CO,2,  Private goods-producing industries,133357,150569,160184,163923
8043,Fremont,CO,3,  Private services-providing industries,407370,462279,454094,462370
8043,Fremont,CO,4,  Government and government enterprises,406333,391102,396208,409994
8045,Garfield,CO,1,All Industries,2583762,2513255,2567641,2633514
8045,Garfield,CO,2,  Private goods-producing industries,618625,623349,662884,663825
8045,Garfield,CO,3,  Private services-providing industries,1644577,1572936,1582849,1635304
8045,Garfield,CO,4,  Government and government enterprises,320561,316786,321314,331555
8047,Gilpin,CO,1,All Industries,501661,463542,427972,426242
8047,Gilpin,CO,2,  Private goods-producing industries,8375,(D),8198,8705
8047,Gilpin,CO,3,  Private services-providing industries,462234,(D),389058,386512
8047,Gilpin,CO,4,  Government and government enterprises,31051,30685,30604,30878
8049,Grand,CO,1,All Industries,624980,618682,570772,577537
8049,Grand,CO,2,  Private goods-producing industries,57361,70650,76652,82332
8049,Grand,CO,3,  Private services-providing industries,482190,463730,409177,407292
8049,Grand,CO,4,  Government and government enterprises,85430,84231,84506,87345
8051,Gunnison,CO,1,All Industries,792280,878073,761781,730513
8051,Gunnison,CO,2,  Private goods-producing industries,304024,323829,251449,226840
8051,Gunnison,CO,3,  Private services-providing industries,372011,441975,391866,377707
8051,Gunnison,CO,4,  Government and government enterprises,116245,111840,114781,120005
8053,Hinsdale,CO,1,All Industries,18679,17631,18285,21013
8053,Hinsdale,CO,2,  Private goods-producing industries,3671,(D),4981,5016
8053,Hinsdale,CO,3,  Private services-providing industries,10968,(D),9267,11776
8053,Hinsdale,CO,4,  Government and government enterprises,4040,4007,4030,4180
8055,Huerfano,CO,1,All Industries,140198,128157,134077,137703
8055,Huerfano,CO,2,  Private goods-producing industries,17720,19387,29887,30831
8055,Huerfano,CO,3,  Private services-providing industries,99111,86689,83430,86022
8055,Huerfano,CO,4,  Government and government enterprises,23367,22156,21560,21700
8057,Jackson,CO,1,All Industries,53347,44712,44359,43822
8057,Jackson,CO,2,  Private goods-producing industries,11786,12626,13920,14880
8057,Jackson,CO,3,  Private services-providing industries,31562,22341,20477,19714
8057,Jackson,CO,4,  Government and government enterprises,9998,9708,9921,9270
8059,Jefferson,CO,1,All Industries,21362769,22994054,23382062,24435425
8059,Jefferson,CO,2,  Private goods-producing industries,3891255,4104321,4240094,4646548
8059,Jefferson,CO,3,  Private services-providing industries,14350206,15849898,16084603,16666023
8059,Jefferson,CO,4,  Government and government enterprises,3121308,3041497,3058666,3120129
8061,Kiowa,CO,1,All Industries,70129,71276,68798,74768
8061,Kiowa,CO,2,  Private goods-producing industries,33803,37180,39161,44936
8061,Kiowa,CO,3,  Private services-providing industries,23823,22536,18909,19272
8061,Kiowa,CO,4,  Government and government enterprises,12503,11559,10884,11149
8063,Kit Carson,CO,1,All Industries,399830,357173,408266,422542
8063,Kit Carson,CO,2,  Private goods-producing industries,147133,147172,169114,188251
8063,Kit Carson,CO,3,  Private services-providing industries,215174,174271,203663,200224
8063,Kit Carson,CO,4,  Government and government enterprises,37523,35672,35572,36023
8065,Lake,CO,1,All Industries,205710,213242,223669,214709
8065,Lake,CO,2,  Private goods-producing industries,105770,112620,123736,104159
8065,Lake,CO,3,  Private services-providing industries,60400,62914,62590,69283
8065,Lake,CO,4,  Government and government enterprises,39540,37874,38168,39567
8067,La Plata,CO,1,All Industries,2263686,2614590,2709455,2919663
8067,La Plata,CO,2,  Private goods-producing industries,307797,359697,398211,483468
8067,La Plata,CO,3,  Private services-providing industries,1572825,1870215,1918465,2045619
8067,La Plata,CO,4,  Government and government enterprises,383064,385036,393270,392385
8069,Larimer,CO,1,All Industries,11615652,13709698,14042793,14547289
8069,Larimer,CO,2,  Private goods-producing industries,2298624,2584938,2712034,2858477
8069,Larimer,CO,3,  Private services-providing industries,7387162,8831095,8999830,9277483
8069,Larimer,CO,4,  Government and government enterprises,1929866,2293250,2331124,2411790
8071,Las Animas,CO,1,All Industries,412501,400748,389798,399912
8071,Las Animas,CO,2,  Private goods-producing industries,110274,107465,105870,113657
8071,Las Animas,CO,3,  Private services-providing industries,214932,209011,201114,204186
8071,Las Animas,CO,4,  Government and government enterprises,87295,84277,82827,82221
8073,Lincoln,CO,1,All Industries,248655,286508,306634,327011
8073,Lincoln,CO,2,  Private goods-producing industries,29111,30824,33698,38682
8073,Lincoln,CO,3,  Private services-providing industries,161491,198613,214578,229717
8073,Lincoln,CO,4,  Government and government enterprises,58053,57148,58472,59140
8075,Logan,CO,1,All Industries,957602,953448,1009551,1040743
8075,Logan,CO,2,  Private goods-producing industries,306504,315659,364124,392861
8075,Logan,CO,3,  Private services-providing industries,514472,503140,511359,513220
8075,Logan,CO,4,  Government and government enterprises,136627,134665,135328,138958
8077,Mesa,CO,1,All Industries,5585262,5308473,5545590,5560659
8077,Mesa,CO,2,  Private goods-producing industries,1147623,1113137,1236916,1172647
8077,Mesa,CO,3,  Private services-providing industries,3749583,3521372,3618100,3693815
8077,Mesa,CO,4,  Government and government enterprises,688056,673805,690217,692333
8079,Mineral,CO,1,All Industries,36862,46175,46727,49735
8079,Mineral,CO,2,  Private goods-producing industries,5506,9923,7207,6804
8079,Mineral,CO,3,  Private services-providing industries,27464,32121,35392,38458
